childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,codsec1,act1,months1,diasmes1,seman1,days1,hours1,codsec2,act2,months2,diasmes2,seman2,days2,hours2,act3,codsec3,months3,diasmes3,seman3,days3,hours3,acting,sleep,chcare,hhchore,npaywork,paywork,school,study,play,occuppat,incamnt,inctime,bonus,bonamnt,bontime,remun,remamnt,remtime,occyrs,occmths
PE111092,17,3,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111092,18,1,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111093,0,4,female,YL Child,"Yes, still lives in household",,,None,No,6,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,0,0,0,0,6,,,,,,,,,,,
PE111093,1,34,male,Biological parent,"Yes, still lives in household",5,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),4,12,4,3,8,11,"Waged worker (agriculture, cattle farmer, fishing)",8,24,4,6,10,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,8,Day,No,-88,N/A,No,-88,N/A,16,0
PE111093,2,33,female,Biological parent,"Yes, still lives in household",5,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,11,Non-remunerated household members,12,4,4,1,7,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111093,3,12,male,Brother/sister,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,7,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,Non-remunerated household members,12,4,4,1,7,N/A,-88,88,88,88,88,88,None,6,1,0,0,0,6,2,3,,,,,,,,,,,
PE111093,4,10,female,Brother/sister,"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,7,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,7,N/A,-88,88,88,88,88,88,None,6,2,1,0,0,6,2,3,,,,,,,,,,,
PE111093,5,9,male,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,7,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,Non-remunerated household members,12,4,4,1,7,N/A,-88,88,88,88,88,88,None,6,1,0,0,0,6,2,3,,,,,,,,,,,
PE111093,6,74,female,Maternal grandparent,"Yes, still lives in household",2,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111093,7,22,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111093,8,2,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111094,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,0,0,5,1,2,,,,,,,,,,,
PE111094,1,24,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,12,Non-remunerated household members,12,24,4,6,6,Non-remunerated household members,11,12,8,4,2,4,None,,,,,,,,,,,,,,,,,,,
PE111094,2,34,male,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,24,4,6,6,11,"Waged worker (agriculture, cattle farmer, fishing)",12,24,4,6,6,Cattle farmer,12,6,2,1,2,2,Third activity,,,,,,,,,Independent,100,Quarter,N/A,-88,N/A,N/A,-88,N/A,3,0
PE111094,3,71,male,Paternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111094,4,48,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111094,5,9,female,Cousin,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111094,15,7,female,Brother/sister,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,2,1,0,0,6,2,1,,,,,,,,,,,
PE111094,16,2,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111095,0,4,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Missing,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,0,0,6,2,4,,,,,,,,,,,
PE111095,1,50,male,Biological parent,"Yes, still lives in household",None,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,22,4,5,10,11,"Waged worker (agriculture, cattle farmer, fishing)",12,4,4,1,8,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,7,Hour,No,-88,N/A,Yes,2,Day,35,6
PE111095,2,41,female,Biological parent,"Yes, still lives in household",None,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,12,Non-remunerated household members,12,30,4,7,8,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111095,3,18,female,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111095,4,17,male,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111095,5,13,male,Brother/sister,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,5,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,8,N/A,-88,88,88,88,88,88,None,9,1,1,0,0,6,3,2,,,,,,,,,,,
PE111095,6,12,female,Brother/sister,"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,5,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,6,N/A,-88,88,88,88,88,88,None,9,1,1,0,0,6,3,2,,,,,,,,,,,
PE111095,7,10,female,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,5,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,6,N/A,-88,88,88,88,88,88,None,9,0,0,0,0,6,2,3,,,,,,,,,,,
PE111095,15,8,female,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,6,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,6,Dependent living at home (child or retired elder),-88,88,88,88,88,88,None,10,0,0,0,0,6,2,3,,,,,,,,,,,
PE111095,16,7,male,Brother/sister,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,6,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,0,0,6,1,4,,,,,,,,,,,
PE111095,17,3,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111096,0,4,male,YL Child,"Yes, still lives in household",,,None,No,Clothes for school too expensive,88,88,N/A,N/A,N/A,No disability,12,Non-remunerated household members,12,30,4,7,8,-88,Dependent living at home (child or retired elder),88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,8,0,0,0,0,2,,,,,,,,,,,
PE111096,1,39,male,Biological parent,"Yes, still lives in household",3,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,26,4,6,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,200,Semester,N/A,-88,N/A,N/A,-88,N/A,17,0
PE111096,2,38,female,Biological parent,"Yes, still lives in household",None,No,,,,,,,,,No disability,12,"Waged worker (agriculture, cattle farmer, fishing)",12,30,4,7,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,20,Month,No,-88,N/A,Yes,20,Month,7,6
PE111096,3,16,female,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111096,4,11,male,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111096,5,10,male,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111097,0,4,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,1,1,0,0,5,1,2,,,,,,,,,,,
PE111097,1,28,male,Biological parent,"Yes, still lives in household",9,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),9,12,4,3,8,11,"Waged worker (agriculture, cattle farmer, fishing)",3,24,4,6,8,Waged worker,452,9,12,4,3,8,Second activity,,,,,,,,,Dependent,12,Day,No,-88,N/A,Yes,10,Day,12,0
PE111097,2,24,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,12,Non-remunerated household members,12,28,4,7,7,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111097,15,6,female,Brother/sister,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,5,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,7,N/A,-88,88,88,88,88,88,None,9,3,1,0,0,6,1,1,,,,,,,,,,,
PE111097,16,1,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111098,0,4,male,YL Child,"Yes, still lives in household",,,None,No,29,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,0,0,0,0,0,5,,,,,,,,,,,
PE111098,1,58,male,Biological parent,"Yes, still lives in household",None,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,24,4,6,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,150,Year,N/A,-88,N/A,N/A,-88,N/A,32,0
PE111098,2,34,female,Biological parent,Person has died,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111098,3,16,female,Half-sibling (same mother),"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111098,15,9,male,Brother/sister,"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,7,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,Non-remunerated household members,12,8,4,2,3,N/A,-88,88,88,88,88,88,None,11,1,2,0,0,5,2,2,,,,,,,,,,,
PE111098,16,1,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111099,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,2,1,0,0,6,1,3,,,,,,,,,,,
PE111099,1,30,male,Biological parent,"Yes, still lives in household",9,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),8,16,4,4,8,921,Waged worker,6,6,2,3,6,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,20,Day,No,-88,N/A,No,-88,N/A,10,0
PE111099,2,28,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111099,3,9,male,Brother/sister,"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,6,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,3,2,0,0,6,2,1,,,,,,,,,,,
PE111099,4,3,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111099,5,0,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111100,0,4,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Reasonably okay,No disability,12,Non-remunerated household members,2,2,1,2,4,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,12,1,0,0,0,4,1,3,,,,,,,,,,,
PE111100,1,24,female,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111100,2,66,male,Maternal grandparent,"Yes, still lives in household",3,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,24,4,6,3,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,1000,Semester,N/A,-88,N/A,N/A,-88,N/A,50,0
PE111100,3,53,female,Maternal grandparent,"Yes, still lives in household",3,No,,,,,,,,,No disability,12,Non-remunerated household members,12,24,4,6,3,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111100,4,21,male,Uncle/Aunt,"Yes, still lives in household",9,No,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111100,5,32,female,Uncle/Aunt,"Yes, still lives in household",Complete Technical college,No,,,,,,,,,No disability,851,Waged worker,12,24,4,6,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,400,Month,No,-88,N/A,No,-88,N/A,3,0
PE111100,6,27,male,Uncle/Aunt,"Yes, still lives in household",11,No,,,,,,,,,No disability,11,Non-remunerated household members,5,3,1,3,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111100,7,30,male,Uncle/Aunt,"Yes, still lives in household",Complete Technical college,No,,,,,,,,,No disability,11,Non-remunerated household members,5,3,1,3,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111100,15,8,male,Cousin,"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,6,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,12,1,1,0,0,6,1,3,,,,,,,,,,,
PE111100,16,1,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111101,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,10,0,0,0,3,1,4,,,,,,,,,,,
PE111101,1,25,female,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111101,2,56,male,Maternal grandparent,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,20,4,5,8,11,"Waged worker (agriculture, cattle farmer, fishing)",12,12,4,3,8,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,5,Day,No,-88,N/A,No,-88,N/A,45,0
PE111101,3,52,female,Maternal grandparent,"Yes, still lives in household",6,No,,,,,,,,,No disability,521,Independent merchant,3,20,4,5,12,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,5,Day,N/A,-88,N/A,N/A,-88,N/A,0,3
PE111101,4,31,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111101,5,29,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111101,6,27,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111101,7,21,female,Uncle/Aunt,"Yes, still lives in household",11,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111101,8,19,male,Uncle/Aunt,"Yes, still lives in household",Incomplete University,"Yes, attending regularly",,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111101,9,17,male,Uncle/Aunt,"Yes, still lives in household",,,8,"Yes, attending regularly",N/A,88,6,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,Non-remunerated household members,12,8,4,2,4,N/A,-88,88,88,88,88,88,None,9,0,0,1,0,6,2,2,,,,,,,,,,,
PE111101,10,15,male,Uncle/Aunt,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,6,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,Non-remunerated household members,12,8,4,2,4,N/A,-88,88,88,88,88,88,None,9,0,0,1,0,6,2,3,,,,,,,,,,,
PE111101,11,11,female,Uncle/Aunt,"Yes, still lives in household",,,3,"Yes, attending regularly",N/A,88,6,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,Non-remunerated household members,12,8,4,2,4,N/A,-88,88,88,88,88,88,None,9,0,0,1,0,6,2,2,,,,,,,,,,,
PE111101,15,8,male,Half-sibling (same mother),"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111101,16,2,male,Half-sibling (same mother),"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111102,0,4,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,1,0,0,4,1,2,,,,,,,,,,,
PE111102,1,42,male,Biological parent,"Yes, still lives in household",9,No,,,,,,,,,No disability,452,Waged worker,1,24,4,6,8,11,Self-employed farmer (own plot),7,24,4,6,8,"Waged worker (agriculture, cattle farmer, fishing)",11,3,24,4,6,8,First activity,,,,,,,,,Dependent,200,Month,No,-88,N/A,No,-88,N/A,0,1
PE111102,2,37,female,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,11,Non-remunerated household members,12,12,4,3,7,-88,Household chores/Housewife,88,88,88,88,88,Cattle farmer,12,3,8,4,2,2,Third activity,,,,,,,,,Independent,60,Week,N/A,-88,N/A,N/A,-88,N/A,1,0
PE111102,3,12,female,Brother/sister,"Yes, still lives in household",,,6,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,3,24,4,6,5,N/A,-88,88,88,88,88,88,None,7,1,1,0,0,5,3,1,,,,,,,,,,,
PE111102,4,10,female,Brother/sister,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,7,1,1,0,0,5,3,1,,,,,,,,,,,
PE111102,15,8,female,Brother/sister,"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,7,1,1,0,0,5,3,1,,,,,,,,,,,
