childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,act1,months1,days1,hours1,act2,months2,days2,hours2,act3,months3,days3,hours3,sleep,chcare,hhchore,npaywork,paywork,school,study,play
VN110027,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,0,0,14
VN110027,15,6,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,6,government school,reasonably well,reasonably ok,no disability,household chores,12,20,2,household dependent,88,88,88,n/a,88,88,88,10,4,0,0,0,0,0,2
VN110027,3,27,female,biological parent,"yes, still lives in household",1,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,27,9,household chores,12,30,3,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110027,2,27,male,biological parent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,23,9,wage employment (non-agriculture),3,7,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110027,1,69,female,great-grandparent (father's side),"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110028,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,9,2,4
VN110028,15,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,2,5
VN110028,3,23,male,cousin,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN110028,2,44,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),4,20,8,household chores,12,30,3,self-employed (livestock),12,30,1,88,88,88,88,88,88,88,88
VN110028,1,44,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,22,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110029,4,3,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110029,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,government school,reasonably well,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,8,0,0,0,0,8,3,5
VN110029,3,13,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,7,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,self-employed (livestock),12,20,2,household chores,10,20,2,n/a,88,88,88,7,1,1,2,0,4,4,5
VN110029,2,32,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,26,7,self-employed (non-food agriculture),12,27,6,self-employed (livestock),12,30,2,88,88,88,88,88,88,88,88
VN110029,1,35,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,20,6,wage employment (non-agriculture),2,28,8,self-employed (non-food agriculture),10,15,2,88,88,88,88,88,88,88,88
VN110030,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110030,2,24,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,20,6,self-employed (non-food agriculture),12,20,3,household chores,12,30,2,88,88,88,88,88,88,88,88
VN110030,1,27,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,20,6,self-employed (business),6,13,1,self-employed (livestock),12,30,2,88,88,88,88,88,88,88,88
VN110031,5,0,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110031,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,5,2,6
VN110031,4,9,female,nephew/niece,"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,reasonably well,reasonably ok,no disability,household chores,6,20,2,n/a,88,88,88,n/a,88,88,88,11,0,2,0,0,6,2,3
VN110031,3,28,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),8,22,7,self-employed (business),8,5,6,household chores,8,30,2,88,88,88,88,88,88,88,88
VN110031,2,31,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,23,8,self-employed (business),12,5,8,self-employed (livestock),12,30,2,88,88,88,88,88,88,88,88
VN110031,1,67,female,paternal grandparent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110032,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,12,0,0,0,0,7,0,5
VN110032,2,24,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,24,6,self-employed (livestock),12,30,3,household chores,12,30,2,88,88,88,88,88,88,88,88
VN110032,1,26,male,biological parent,"yes, still lives in household",1,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,20,8,wage employment (agriculture),12,5,8,self-employed (livestock),10,20,1,88,88,88,88,88,88,88,88
VN110033,3,2,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110033,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110033,2,27,female,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),5,20,8,self-employed (livestock),12,30,1,household chores,12,30,3,88,88,88,88,88,88,88,88
VN110033,1,29,male,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),5,20,8,wage employment (non-agriculture),2,20,8,self-employed (livestock),12,15,2,88,88,88,88,88,88,88,88
VN110034,3,0,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110034,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,9,1,5
VN110034,2,21,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,10,8,self-employed (food crops),5,20,8,household chores,12,30,2,88,88,88,88,88,88,88,88
VN110034,1,28,male,biological parent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,10,8,self-employed (food crops),4,20,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110035,4,2,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110035,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,7,0,6
VN110035,3,9,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,6,government school,good,reasonably ok,no disability,household chores,7,26,3,household dependent,88,88,88,n/a,88,88,88,8,2,1,0,0,4,4,5
VN110035,2,30,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,25,8,self-employed (livestock),12,30,2,household chores,12,30,2,88,88,88,88,88,88,88,88
VN110035,1,31,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,25,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110036,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,7,0,8
VN110036,3,11,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,6,government school,reasonably well,reasonably ok,no disability,household chores,10,26,1,household dependent,88,88,88,n/a,88,88,88,9,0,1,0,0,4,2,8
VN110036,2,30,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,24,8,self-employed (livestock),12,30,2,household chores,12,30,2,88,88,88,88,88,88,88,88
VN110036,1,36,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,20,6,self-employed (services),6,27,9,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110037,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,7,1,5
VN110037,3,10,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,4,4,7
VN110037,2,30,female,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,26,8,self-employed (business),12,30,3,household chores,12,30,1,88,88,88,88,88,88,88,88
VN110037,1,31,male,biological parent,"yes, still lives in household","post-secondary, vocational",no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,26,8,household chores,10,10,1,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110038,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110038,2,24,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,25,7,self-employed (livestock),12,30,2,household chores,12,30,2,88,88,88,88,88,88,88,88
VN110038,1,26,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,25,8,self-employed (aquaculture),12,30,2,self-employed (livestock),12,30,1,88,88,88,88,88,88,88,88
VN110040,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,3,7
VN110040,5,9,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household chores,12,30,1,household dependent,88,88,88,n/a,88,88,88,9,0,1,0,0,7,3,4
VN110040,4,11,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household chores,12,30,2,household dependent,88,88,88,n/a,88,88,88,9,0,2,0,0,4,3,5
VN110040,3,33,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,25,6,self-employed (livestock),12,30,1,self-employed (non-food agriculture),10,20,1,88,88,88,88,88,88,88,88
VN110040,2,35,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,25,6,self-employed (livestock),12,30,1,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110040,1,74,female,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110041,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,9,0,4
VN110041,15,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,7,2,4
VN110041,2,26,female,biological parent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN110041,1,33,male,biological parent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),5,20,8,wage employment (non-agriculture),12,20,8,household chores,12,30,2,88,88,88,88,88,88,88,88
VN110042,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,2,5
VN110042,2,27,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,20,7,self-employed (livestock),12,30,2,household chores,12,30,1,88,88,88,88,88,88,88,88
VN110042,1,34,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,20,8,self-employed (aquaculture),12,30,1,self-employed (livestock),12,30,1,88,88,88,88,88,88,88,88
VN110043,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,9,0,6
VN110043,4,11,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household chores,6,15,2,household dependent,88,88,88,n/a,88,88,88,9,0,2,0,0,5,2,6
VN110043,3,15,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,9,no,banned for behaviour reasons,15,6,nk,nk,nk,no disability,self-employed (livestock),12,28,3,self-employed (food crops),3,25,6,household chores,12,25,3,9,0,3,9,0,0,0,3
VN110043,2,35,female,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,28,5,self-employed (food crops),3,20,5,household chores,10,20,2,88,88,88,88,88,88,88,88
VN110043,1,39,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,28,5,self-employed (food crops),2,20,5,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110044,0,4,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN110044,4,16,female,uncle/aunt,"yes, still lives in household",n/a,n/a,missing,missing,missing,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,17,8,wage employment (agriculture),12,10,8,household chores,12,30,2,77,77,77,77,77,77,77,77
VN110044,3,27,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,17,8,wage employment (agriculture),12,10,8,self-employed (livestock),12,30,2,88,88,88,88,88,88,88,88
VN110044,2,29,male,biological parent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,17,8,wage employment (agriculture),12,10,8,household chores,12,30,2,88,88,88,88,88,88,88,88
VN110044,1,60,male,paternal grandparent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,capable of most types of full-time work but some difficulty with physical work,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110045,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,1,6
VN110045,2,28,female,biological parent,"yes, still lives in household","post-secondary, vocational",no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,26,8,household chores,12,30,4,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110045,1,30,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,25,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110046,3,0,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110046,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,0,0,15
VN110046,2,22,female,biological parent,"yes, still lives in household",1,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),7,25,6,self-employed (livestock),11,23,3,household chores,12,28,2,88,88,88,88,88,88,88,88
VN110046,1,24,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),9,20,6,wage employment (non-agriculture),1,10,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110047,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,12,0,0,0,0,9,0,3
VN110047,4,26,female,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),5,10,8,self-employed (business),12,16,4,household chores,12,30,1,88,88,88,88,88,88,88,88
