hh_id,indiv_id,age_5y,sex_5y,relate_5y,age_8y,sex_8y,relate_8y,age_12y,sex_12y,relate_12y
PE081091,2,52,Female,Biological parent,54,Female,Biological parent,57,Female,Biological parent
PE081091,3,25,Female,Brother/sister,27,Female,Brother/sister,31,Female,Brother/sister
PE081091,4,23,Male,Brother/sister,25,Male,Brother/sister,29,Male,Brother/sister
PE081091,5,,,,,,,55,Female,Uncle/Aunt
PE081091,6,,,,,,,20,Female,Cousin
PE081091,7,,,,,,,2,Female,Nephew/Niece
PE081092,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081092,1,42,Male,Biological parent,45,Male,Biological parent,49,Male,Biological parent
PE081092,2,36,Female,Biological parent,38,Female,Biological parent,42,Female,Biological parent
PE081092,3,17,Female,Brother/sister,,,,,Female,
PE081092,4,11,Female,Brother/sister,13,Female,Brother/sister,17,Female,Brother/sister
PE081092,5,66,Male,Paternal grandparent,,,,,Male,
PE081092,6,64,Female,Paternal grandparent,,,,,Female,
PE081092,7,39,Male,Uncle/Aunt,42,Male,Uncle/Aunt,46,Male,Uncle/Aunt
PE081092,15,8,Male,Brother/sister,11,Male,Brother/sister,15,Male,Brother/sister
PE081092,16,0,Female,Brother/sister,2,Female,Brother/sister,6,Female,Brother/sister
PE081093,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081093,1,32,Male,Biological parent,35,Male,Biological parent,39,Male,Biological parent
PE081093,2,34,Female,Biological parent,37,Female,Biological parent,41,Female,Biological parent
PE081093,3,11,Male,Brother/sister,13,Male,Brother/sister,17,Male,Brother/sister
PE081093,4,72,Female,Maternal grandparent,74,Female,Maternal grandparent,78,Female,Maternal grandparent
PE081093,5,45,Male,Uncle/Aunt,,,,,Male,
PE081093,6,32,Male,Uncle/Aunt,,,,,Male,
PE081094,1,,,,,,,,,
PE081094,2,,,,,,,,,
PE081094,3,,,,,,,,,
PE081095,0,5,Female,YL Child,7,Female,YL Child,,,
PE081095,1,29,Male,Biological parent,,,,,,
PE081095,2,28,Female,Biological parent,30,Female,Biological parent,,,
PE081095,3,51,Male,Maternal grandparent,53,Male,Maternal grandparent,,,
PE081095,4,48,Female,Maternal grandparent,50,Female,Maternal grandparent,,,
PE081095,5,18,Female,Uncle/Aunt,22,Female,Uncle/Aunt,,,
PE081096,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081096,1,47,Male,Biological parent,50,Male,Biological parent,54,Male,Biological parent
PE081096,2,32,Female,Biological parent,34,Female,Biological parent,38,Female,Biological parent
PE081096,3,11,Male,Half-sibling (same mother),14,Male,Half-sibling (same mother),18,Male,Half-sibling (same mother)
PE081096,4,44,Female,Uncle/Aunt,,,,51,Female,Uncle/Aunt
PE081096,5,19,Male,Uncle/Aunt,,,,25,Male,Uncle/Aunt
PE081096,15,7,Female,Uncle/Aunt,,,,14,Female,Uncle/Aunt
PE081096,16,16,Female,Half-sibling (same father),,,,22,Female,Half-sibling (same father)
PE081096,17,3,Male,Brother/sister,6,Male,Brother/sister,10,Male,Brother/sister
PE081096,18,,,,0,Female,Brother/sister,4,Female,Brother/sister
PE081096,19,,,,,,,2,Male,Brother/sister
PE081097,1,,,,,,,,,
PE081097,2,,,,,,,,,
PE081097,3,,,,,,,,,
PE081097,4,,,,,,,,,
PE081097,5,,,,,,,,,
PE081097,6,,,,,,,,,
PE081097,7,,,,,,,,,
PE081097,8,,,,,,,,,
PE081097,9,,,,,,,,,
PE081098,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081098,1,23,Female,Biological parent,26,Female,Biological parent,30,Female,Biological parent
PE081098,2,28,Male,Biological parent,31,Male,Biological parent,35,Male,Biological parent
PE081098,3,2,Female,Brother/sister,4,Female,Brother/sister,8,Female,Brother/sister
PE081098,4,,,,2,Male,Brother/sister,6,Male,Brother/sister
PE081098,5,,,,,,,3,Male,Brother/sister
PE081098,6,,,,,,,1,Male,Brother/sister
PE081099,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE081099,1,35,Female,Biological parent,38,Female,Biological parent,42,Female,Biological parent
PE081099,2,38,Male,Biological parent,41,Male,Biological parent,45,Male,Biological parent
PE081099,3,11,Male,Brother/sister,14,Male,Brother/sister,18,Male,Brother/sister
PE081100,0,5,Female,YL Child,,,,,,
PE081100,1,32,Male,Biological parent,,,,,,
PE081100,2,23,Female,Biological parent,,,,,,
PE081101,1,,,,,,,,,
PE081101,2,,,,,,,,,
PE081101,3,,,,,,,,,
PE081101,4,,,,,,,,,
PE081101,15,,,,,,,,,
PE081102,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081102,1,32,Female,Biological parent,34,Female,Biological parent,38,Female,Biological parent
PE081102,2,38,Male,Biological parent,,,,,Male,Biological parent
PE081102,3,14,Female,Half-sibling (same father),,,,,Female,Half-sibling (same father)
PE081102,4,2,Male,Half-sibling (same mother),4,Male,Half-sibling (same mother),8,Male,Half-sibling (same mother)
PE081102,5,40,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE081102,6,42,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE081102,7,16,Female,Cousin,,,,,Female,Cousin
PE081102,8,15,Female,Cousin,,,,,Female,Cousin
PE081102,9,,,,38,Male,Step-parent,42,Male,Step-parent
PE091001,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE091001,1,33,Male,Biological parent,38,Male,Biological parent,41,Male,Biological parent
PE091001,2,30,Female,Biological parent,35,Female,Biological parent,39,Female,Biological parent
PE091001,3,9,Male,Brother/sister,12,Male,Brother/sister,18,Male,Brother/sister
PE091001,15,7,Female,Brother/sister,10,Female,Brother/sister,15,Female,Brother/sister
PE091001,16,2,Male,Brother/sister,4,Male,Brother/sister,8,Male,Brother/sister
PE091001,17,,,,,,,0,Male,Nephew/Niece
PE091001,18,,,,,,,0,Male,Brother/sister
PE091002,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE091002,1,28,Female,Biological parent,30,Female,Biological parent,35,Female,Biological parent
PE091002,2,27,Male,Biological parent,29,Male,Biological parent,34,Male,Biological parent
PE091002,3,9,Male,Brother/sister,12,Male,Brother/sister,15,Male,Brother/sister
PE091002,4,3,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE091003,0,5,Male,YL Child,8,Male,YL Child,11,Male,YL Child
PE091003,1,34,Male,Biological parent,37,Male,Biological parent,41,Male,Biological parent
PE091003,2,39,Female,Biological parent,41,Female,Biological parent,45,Female,Biological parent
PE091003,3,18,Female,Brother/sister,,,,24,Female,Brother/sister
PE091003,4,14,Male,Brother/sister,17,Male,Brother/sister,20,Male,Brother/sister
PE091003,5,11,Female,Brother/sister,14,Female,Brother/sister,18,Female,Brother/sister
PE091003,15,9,Female,Brother/sister,12,Female,Brother/sister,16,Female,Brother/sister
PE091003,16,7,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE091004,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE091004,1,30,Male,Biological parent,34,Male,Biological parent,38,Male,Biological parent
PE091004,2,30,Female,Biological parent,35,Female,Biological parent,39,Female,Biological parent
PE091004,15,8,Female,Brother/sister,11,Female,Brother/sister,14,Female,Brother/sister
PE091004,16,14,Female,Brother/sister,,,,,Female,
PE091004,17,1,Male,Brother/sister,4,Male,Brother/sister,8,Male,Brother/sister
PE091004,18,,,,,,,0,Male,Brother/sister
PE091005,0,5,Male,YL Child,,,,,,
PE091005,1,34,Male,Biological parent,,,,,,
PE091005,2,37,Female,Biological parent,,,,,,
PE091005,3,15,Female,Half-sibling (same mother),,,,,,
PE091005,4,10,Female,Brother/sister,,,,,,
PE091005,5,85,Female,Paternal grandparent,,,,,,
PE091005,6,17,Male,Uncle/Aunt,,,,,,
PE091006,0,4,Female,YL Child,7,Female,YL Child,12,Female,YL Child
PE091006,1,37,Female,Biological parent,39,Female,Biological parent,44,Female,Biological parent
PE091006,2,39,Male,Biological parent,42,Male,Biological parent,47,Male,Biological parent
PE091006,3,18,Male,Brother/sister,,,,,Male,
PE091006,4,17,Male,Brother/sister,,,,,Male,
PE091006,5,14,Female,Brother/sister,17,Female,Brother/sister,22,Female,Brother/sister
PE091006,6,12,Female,Brother/sister,14,Female,Brother/sister,19,Female,Brother/sister
PE091006,7,10,Male,Brother/sister,12,Male,Brother/sister,16,Male,Brother/sister
PE091006,8,,,,2,Female,Brother/sister,6,Female,Brother/sister
PE091006,9,,,,12,Male,Cousin,16,Male,Cousin
PE091006,10,,,,,,,4,Female,Brother/sister
PE091007,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE091007,1,36,Male,Biological parent,39,Male,Biological parent,43,Male,Biological parent
PE091007,2,34,Female,Biological parent,37,Female,Biological parent,41,Female,Biological parent
PE091007,3,10,Female,Brother/sister,11,Female,Brother/sister,15,Female,Brother/sister
PE091007,15,8,Male,Brother/sister,9,Male,Brother/sister,13,Male,Brother/sister
PE091007,16,4,Male,Brother/sister,6,Male,Brother/sister,10,Male,Brother/sister
PE091007,17,2,Male,Brother/sister,4,Male,Brother/sister,8,Male,Brother/sister
PE091007,18,,,,2,Female,Brother/sister,6,Female,Brother/sister
PE091008,0,4,Female,YL Child,7,Female,YL Child,10,Female,YL Child
PE091008,1,39,Male,Biological parent,41,Male,Biological parent,44,Male,Biological parent
PE091008,2,36,Female,Biological parent,39,Female,Biological parent,42,Female,Biological parent
PE091008,3,18,Female,Brother/sister,20,Female,Brother/sister,24,Female,Brother/sister
PE091008,4,14,Female,Brother/sister,,,,,Female,
PE091008,5,13,Female,Brother/sister,,,,,Female,
PE091008,6,10,Female,Brother/sister,12,Female,Brother/sister,16,Female,Brother/sister
PE091008,7,16,Male,Cousin,,,,,Male,
PE091009,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE091009,1,42,Male,Biological parent,45,Male,Biological parent,49,Male,Biological parent
PE091009,2,40,Female,Biological parent,43,Female,Biological parent,47,Female,Biological parent
PE091009,3,9,Male,Brother/sister,12,Male,Brother/sister,16,Male,Brother/sister
PE091009,4,20,Female,Household servant,,,,,Female,
PE091010,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE091010,1,37,Male,Biological parent,40,Male,Biological parent,44,Male,Biological parent
PE091010,2,27,Female,Biological parent,39,Female,Biological parent,34,Female,Biological parent
PE091010,3,0,Female,Brother/sister,2,Female,Brother/sister,6,Female,Brother/sister
PE091011,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE091011,1,33,Male,Biological parent,36,Male,Biological parent,40,Male,Biological parent
PE091011,2,44,Female,Biological parent,47,Female,Biological parent,50,Female,Biological parent
PE091011,3,20,Female,Half-sibling (same mother),,,,26,Female,Half-sibling (same mother)
PE091011,4,15,Male,Half-sibling (same mother),18,Male,Half-sibling (same mother),23,Male,Half-sibling (same mother)
PE091011,5,11,Male,Brother/sister,14,Male,Brother/sister,18,Male,Brother/sister
PE091011,6,24,Male,Half-sibling (same mother),,,,30,Male,Half-sibling (same mother)
PE091011,7,24,Female,Uncle/Aunt,,,,30,Female,Uncle/Aunt
PE091011,8,82,Male,Maternal grandparent,,,,,Male,Maternal grandparent
PE091011,9,73,Female,Maternal grandparent,76,Female,Maternal grandparent,86,Female,Maternal grandparent
PE091012,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE091012,1,33,Male,Biological parent,36,Male,Biological parent,41,Male,Biological parent
PE091012,2,30,Female,Biological parent,33,Female,Biological parent,37,Female,Biological parent
PE091012,3,11,Female,Half-sibling (same mother),14,Female,Half-sibling (same mother),18,Female,Half-sibling (same mother)
PE091012,4,77,Female,Great grandparent (Father's side),,,,,Female,
PE091012,5,23,Male,Uncle/Aunt,,,,30,Male,Uncle/Aunt
PE091012,6,19,Male,Uncle/Aunt,,,,,Male,
PE091012,7,13,Male,Uncle/Aunt,15,Male,Uncle/Aunt,19,Male,Uncle/Aunt
PE091012,8,10,Male,Uncle/Aunt,13,Male,Uncle/Aunt,17,Male,Uncle/Aunt
PE091012,15,8,Female,Half-sibling (same mother),,,,14,Female,
PE091012,16,2,Male,Brother/sister,3,Male,Brother/sister,7,Male,Brother/sister
PE091013,0,5,Female,YL Child,7,Female,YL Child,12,Female,YL Child
PE091013,1,47,Male,Biological parent,48,Male,Biological parent,52,Male,Biological parent
PE091013,2,39,Female,Biological parent,41,Female,Biological parent,45,Female,Biological parent
PE091013,3,22,Male,Brother/sister,,,,30,Male,
PE091013,4,20,Male,Brother/sister,,,,29,Male,
PE091013,5,18,Male,Brother/sister,,,,26,Male,
PE091013,6,16,Female,Brother/sister,,,,23,Female,
PE091013,7,14,Male,Brother/sister,,,,21,Male,
PE091013,8,12,Male,Brother/sister,15,Male,Brother/sister,19,Male,Brother/sister
PE091013,9,3,Male,Brother/sister,5,Male,Brother/sister,9,Male,Brother/sister
PE091013,10,20,Female,Brother/sister-in-law,,,,30,Female,
PE091013,11,2,Male,Nephew/Niece,,,,9,Male,
PE091014,0,5,Female,YL Child,8,Female,YL Child,11,Female,YL Child
PE091014,1,40,Male,Biological parent,46,Male,Biological parent,50,Male,Biological parent
PE091014,2,39,Female,Biological parent,43,Female,Biological parent,47,Female,Biological parent
PE091014,3,19,Female,Brother/sister,,,,,Female,
PE091014,4,13,Male,Brother/sister,17,Male,Brother/sister,21,Male,Brother/sister
PE091014,15,9,Female,Brother/sister,11,Female,Brother/sister,16,Female,Brother/sister
PE091014,16,,,,,,,21,Female,Brother/sister-in-law
PE091014,17,,,,,,,2,Female,Nephew/Niece
PE091015,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE091015,1,34,Male,Biological parent,37,Male,Biological parent,41,Male,Biological parent
PE091015,2,35,Female,Biological parent,38,Female,Biological parent,42,Female,Biological parent
PE091015,3,62,Male,Maternal grandparent,65,Male,Maternal grandparent,69,Male,Maternal grandparent
PE091015,4,91,Female,Great-grandparent (Mother's side),,,,,Female,
PE091015,5,19,Female,Uncle/Aunt,,,,,Female,
PE091015,6,10,Male,Brother/sister,12,Male,Brother/sister,16,Male,Brother/sister
PE091015,7,,,,62,Female,Maternal grandparent,66,Female,Maternal grandparent
PE091015,8,,,,33,Female,Uncle/Aunt,37,Female,Uncle/Aunt
PE091015,9,,,,14,Male,Cousin,18,Male,Cousin
PE091015,10,,,,9,Female,Cousin,13,Female,Cousin
PE091016,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE091016,1,43,Male,Biological parent,46,Male,Biological parent,50,Male,Biological parent
PE091016,2,42,Female,Biological parent,45,Female,Biological parent,48,Female,Biological parent
PE091016,15,8,Male,Brother/sister,11,Male,Brother/sister,15,Male,Brother/sister
PE091017,0,5,Female,YL Child,7,Female,YL Child,12,Female,YL Child
PE091017,1,29,Male,Biological parent,32,Male,Biological parent,37,Male,Biological parent
PE091017,2,26,Female,Biological parent,28,Female,Biological parent,32,Female,Biological parent
PE091017,3,66,Male,Maternal grandparent,,,,,Male,
PE091017,4,66,Female,Maternal grandparent,,,,,Female,
PE091017,5,18,Female,Uncle/Aunt,,,,,Female,
PE091017,6,91,Female,Great-grandparent (Mother's side),,,,,Female,
PE091017,7,,,,2,Female,Brother/sister,6,Female,Brother/sister
PE091017,8,,,,,,,1,Female,Brother/sister
PE091018,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE091018,1,37,Male,Biological parent,39,Male,Biological parent,43,Male,Biological parent
PE091018,2,33,Female,Biological parent,36,Female,Biological parent,39,Female,Biological parent
PE091018,3,10,Male,Brother/sister,12,Male,Brother/sister,15,Male,Brother/sister
PE091019,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE091019,1,66,Male,Biological parent,,,,71,Male,Biological parent
PE091019,2,41,Female,Biological parent,46,Female,Biological parent,47,Female,Biological parent
PE091019,3,24,Female,Brother/sister,,,,30,Female,Half-sibling (same mother)
PE091019,4,18,Male,Brother/sister,,,,26,Male,Brother/sister
PE091019,5,18,Male,Brother/sister,,,,26,Male,Brother/sister
PE091019,6,16,Female,Brother/sister,,,,24,Female,Brother/sister
PE091019,7,14,Female,Brother/sister,,,,22,Female,Brother/sister
PE091019,8,12,Male,Brother/sister,15,Male,Brother/sister,19,Male,Brother/sister
PE091019,9,10,Male,Brother/sister,13,Male,Brother/sister,17,Male,Brother/sister
PE091019,10,,,,,,,8,Male,Nephew/Niece
PE091020,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE091020,1,46,Male,Biological parent,49,Male,Biological parent,54,Male,Biological parent
PE091020,2,36,Female,Biological parent,39,Female,Biological parent,43,Female,Biological parent
PE091020,3,17,Female,Brother/sister,,,,,Female,
PE091020,4,16,Female,Brother/sister,,,,,Female,
PE091020,5,13,Male,Brother/sister,15,Male,Brother/sister,19,Male,Brother/sister
PE091020,6,9,Female,Brother/sister,11,Female,Brother/sister,15,Female,Brother/sister
PE091020,15,7,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE091020,16,0,Male,Brother/sister,3,Male,Brother/sister,7,Male,Brother/sister
PE091020,17,,,,,,,1,Female,Brother/sister
PE091021,1,,,,,,,,,
PE091021,2,,,,,,,,,
PE091021,3,,,,,,,,,
PE091021,4,,,,,,,,,
PE091021,5,,,,,,,,,
PE091021,15,,,,,,,,,
PE091022,0,5,Female,YL Child,7,Female,YL Child,12,Female,YL Child
PE091022,1,49,Female,Maternal grandparent,52,Female,Maternal grandparent,56,Female,Maternal grandparent
PE091022,2,49,Male,Maternal grandparent,52,Male,Maternal grandparent,56,Male,Maternal grandparent
PE091022,3,22,Female,Biological parent,,,,29,Female,Biological parent
PE091022,4,18,Male,Uncle/Aunt,23,Male,Uncle/Aunt,27,Male,Uncle/Aunt
PE091022,5,16,Male,Uncle/Aunt,20,Male,Uncle/Aunt,24,Male,Uncle/Aunt
PE091022,6,12,Male,Uncle/Aunt,16,Male,Uncle/Aunt,24,Male,Uncle/Aunt
PE091022,15,8,Male,Uncle/Aunt,12,Male,Uncle/Aunt,16,Male,Uncle/Aunt
PE091023,0,5,Female,YL Child,8,Female,YL Child,13,Female,YL Child
PE091023,1,27,Male,Biological parent,,,,,Male,
PE091023,2,23,Female,Biological parent,27,Female,Biological parent,30,Female,Biological parent
PE091023,3,44,Male,Maternal grandparent,,,,,Female,
PE091023,4,43,Female,Maternal grandparent,,,,,Female,
PE091023,5,4,Female,Brother/sister,6,Female,Brother/sister,10,Female,Brother/sister
PE091023,6,21,Female,Uncle/Aunt,,,,,Female,
PE091023,7,19,Male,Uncle/Aunt,,,,,,
PE091023,8,17,Male,Uncle/Aunt,,,,,,
PE091023,9,15,Male,Uncle/Aunt,,,,,,
PE091023,10,13,Male,Uncle/Aunt,,,,,Male,
PE091023,11,8,Female,Uncle/Aunt,,,,,Female,
PE091023,12,7,Male,Uncle/Aunt,,,,,Male,
PE091023,13,4,Male,Uncle/Aunt,,,,,,
PE091023,14,,,,37,Male,Step-parent,41,Male,Step-parent
PE091023,15,,,,1,Female,Half-sibling (same mother),5,Female,Half-sibling (same mother)
PE091023,16,,,,,,,2,Female,Half-sibling (same mother)
PE091023,17,,,,,,,0,Male,Half-sibling (same mother)
PE091024,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE091024,1,25,Female,Biological parent,,,,,Female,
PE091024,2,51,Male,Maternal grandparent,54,Male,Maternal grandparent,58,Male,Maternal grandparent
PE091024,3,49,Female,Maternal grandparent,52,Female,Maternal grandparent,56,Female,Maternal grandparent
PE091024,4,27,Male,Uncle/Aunt,,,,,Male,
PE091024,5,22,Female,Uncle/Aunt,,,,,Female,
PE091024,6,19,Male,Uncle/Aunt,,,,,Male,
PE091024,7,16,Male,Uncle/Aunt,18,Male,Uncle/Aunt,23,Male,Uncle/Aunt
PE091024,8,14,Female,Uncle/Aunt,17,Female,Uncle/Aunt,21,Female,Uncle/Aunt
PE091024,9,17,Female,Uncle/Aunt,,,,,Female,
PE091024,10,0,Male,Cousin,,,,,Male,
PE091024,11,,,,,,,26,Male,Uncle/Aunt
PE091024,12,,,,,,,0,Female,Nephew/Niece
PE091025,0,5,Male,YL Child,7,Male,YL Child,12,Male,YL Child
PE091025,1,45,Female,Biological parent,48,Female,Biological parent,53,Female,Biological parent
PE091025,2,42,Male,Biological parent,45,Male,Biological parent,49,Male,Biological parent
PE091025,3,26,Male,Half-sibling (same mother),,,,34,Male,Half-sibling (same mother)
