hh_id,person_id,age,memsex,relate,livhse
ET130065,7,10,2,13,1
ET130065,15,8,1,13,1
ET130065,16,7,2,13,1
ET130065,17,10,2,8,1
ET130065,18,14,1,8,1
ET130065,19,55,1,1,1
ET130066,0,4,1,0,1
ET130066,1,69,1,6,2
ET130066,2,39,1,1,1
ET130066,3,29,2,1,1
ET130066,4,11,2,7,2
ET130066,5,10,1,7,1
ET130066,15,8,1,7,3
ET130067,0,5,2,0,1
ET130067,1,31,1,1,1
ET130067,2,29,2,1,1
ET130067,3,29,1,13,2
ET130067,15,7,2,7,1
ET130067,16,4,2,7,1
ET130067,17,1,2,7,1
ET130067,18,0,1,7,1
ET130068,0,4,2,0,1
ET130068,1,54,2,5,1
ET130068,2,26,2,1,2
ET130068,15,7,2,7,2
ET130070,0,5,1,0,1
ET130070,1,38,1,1,1
ET130070,2,25,2,1,1
ET130070,3,16,2,21,2
ET130071,0,5,1,0,1
ET130071,1,40,1,1,1
ET130071,2,35,2,1,1
ET130071,3,14,1,7,1
ET130071,4,17,2,21,2
ET130071,5,13,2,7,1
ET130071,15,8,2,7,1
ET130072,0,5,2,0,1
ET130072,1,34,1,1,1
ET130072,2,31,2,1,1
ET130072,3,15,2,20,1
ET130072,4,12,2,7,1
ET130073,0,5,2,0,1
ET130073,1,44,1,1,1
ET130073,2,41,2,1,1
ET130073,3,19,1,7,1
ET130073,4,14,2,7,1
ET130073,5,11,2,7,1
ET130073,15,8,2,7,1
ET130073,16,7,1,7,1
ET130074,0,6,2,0,1
ET130074,1,31,1,1,2
ET130074,2,28,2,1,2
ET130074,3,16,2,13,2
ET130074,4,55,1,6,1
ET130074,5,45,2,6,1
ET130074,6,32,1,13,1
ET130074,7,28,1,13,1
ET130074,8,9,1,7,1
ET130075,0,5,1,0,1
ET130075,1,61,1,5,1
ET130075,2,58,2,5,1
ET130075,3,34,2,1,2
ET130075,4,44,2,13,2
ET130075,5,18,1,13,2
ET130075,6,16,1,13,1
ET130075,7,14,2,77,4
ET130075,8,10,2,16,1
ET130075,9,9,1,16,1
ET130076,0,4,1,0,1
ET130076,1,34,1,1,2
ET130076,2,24,2,1,1
ET130076,3,13,2,7,2
ET130076,15,8,2,7,1
ET130076,16,50,2,19,1
ET130076,17,13,1,19,1
ET130076,18,13,2,19,1
ET130076,19,15,2,19,1
ET130079,0,5,2,0,1
ET130079,1,34,1,1,1
ET130079,2,30,2,1,1
ET130079,3,9,1,7,1
ET130079,15,4,2,7,1
ET130080,0,5,1,0,1
ET130080,1,44,1,1,3
ET130080,2,32,2,1,1
ET130080,3,9,1,7,1
ET130081,0,5,1,0,1
ET130081,1,39,1,1,1
ET130081,2,28,2,1,1
ET130081,3,12,2,7,1
ET130081,4,10,2,7,1
ET130081,15,8,1,7,1
ET130081,16,3,2,7,1
ET130082,0,4,2,0,1
ET130082,1,44,1,1,1
ET130082,2,32,2,1,3
ET130082,3,19,2,8,1
ET130082,4,16,1,8,1
ET130083,0,5,1,0,1
ET130083,1,34,1,1,1
ET130083,2,29,2,1,1
ET130083,3,14,2,13,2
ET130083,15,8,1,7,1
ET130083,16,3,2,7,1
ET130083,17,0,2,7,1
ET130084,0,5,1,0,1
ET130084,1,49,1,6,2
ET130084,2,42,2,5,2
ET130084,3,27,2,13,2
ET130084,4,26,1,13,2
ET130084,5,19,1,13,2
ET130084,6,16,2,13,2
ET130084,7,10,1,13,2
ET130084,8,31,1,1,1
ET130084,9,22,2,1,1
ET130084,10,3,1,7,1
ET130084,11,0,2,7,1
ET130084,12,12,2,19,1
ET130085,0,4,2,0,1
ET130085,1,29,1,1,1
ET130085,2,24,2,1,1
ET130085,3,2,1,7,1
ET130086,0,5,2,0,1
ET130086,1,37,1,1,1
ET130086,2,27,2,1,1
ET130086,3,25,2,16,2
ET130086,4,23,1,16,2
ET130086,15,3,2,7,1
ET130087,0,5,1,0,1
ET130087,1,37,1,1,1
ET130087,2,32,2,1,1
ET130087,3,14,1,7,1
ET130087,4,12,2,7,1
ET130087,15,8,2,7,1
ET130087,16,0,1,7,1
ET130088,0,5,2,0,1
ET130088,1,39,1,1,1
ET130088,2,31,2,1,1
ET130088,3,25,1,7,2
ET130088,4,9,1,7,1
ET130088,15,7,2,7,1
ET130088,16,22,1,7,1
ET130088,17,20,1,7,1
ET130089,0,5,2,0,1
ET130089,1,44,1,1,1
ET130089,2,34,2,1,1
ET130089,3,21,2,7,1
ET130089,4,19,2,7,2
ET130089,5,17,2,77,4
ET130089,15,8,2,7,2
ET130090,0,4,1,0,1
ET130090,1,49,1,1,1
ET130090,2,34,2,1,1
ET130090,3,16,2,7,1
ET130090,4,12,1,7,1
ET130090,15,8,1,7,1
ET130090,16,1,1,7,1
ET130091,0,4,2,0,1
ET130091,1,34,1,1,1
ET130091,2,33,2,1,1
ET130091,3,11,1,7,1
ET130091,15,8,1,7,1
ET130091,16,7,1,7,1
ET130091,17,0,2,7,1
ET130092,0,5,1,0,1
ET130092,1,39,1,1,1
ET130092,2,34,2,1,1
ET130092,3,11,1,7,2
ET130092,4,9,1,7,3
ET130092,15,7,2,7,1
ET130092,16,2,1,7,1
ET130093,0,5,2,0,1
ET130093,1,34,1,1,1
ET130093,2,29,2,1,1
ET130094,0,5,1,0,1
ET130094,1,27,1,1,1
ET130094,2,26,2,1,1
ET130094,15,7,1,7,1
ET130094,16,2,2,7,1
ET130095,0,4,2,0,1
ET130095,1,39,1,1,1
ET130095,2,26,2,1,1
ET130095,3,17,2,8,1
ET130095,4,15,2,8,1
ET130095,5,10,1,15,1
ET130095,6,1,2,7,1
ET130096,0,5,1,0,1
ET130096,1,39,1,1,1
ET130096,2,32,2,1,1
ET130096,3,30,2,2,2
ET130096,4,11,1,7,1
ET130097,0,4,2,0,1
ET130097,1,39,1,1,1
ET130097,2,29,2,1,1
ET130097,3,11,2,7,1
ET130097,15,7,2,7,1
ET130098,0,5,2,0,1
ET130098,1,39,1,1,1
ET130098,2,37,2,1,1
ET130098,3,12,2,16,2
ET130098,4,1,2,7,1
ET130099,0,5,1,0,1
ET130099,1,39,1,1,1
ET130099,2,32,2,1,1
ET130099,3,11,1,7,1
ET130099,4,9,1,7,1
ET130099,5,0,2,7,1
ET130099,6,4,2,7,1
ET130100,0,5,1,0,1
ET130100,1,27,1,1,1
ET130100,2,24,2,1,1
ET130100,3,19,1,21,2
ET130100,4,3,1,7,1
ET140001,0,4,1,0,1
ET140001,1,34,1,1,1
ET140001,2,32,2,1,1
ET140001,3,19,2,20,2
ET140001,4,18,2,9,1
ET140002,0,5,1,0,1
ET140002,1,39,1,1,1
ET140002,2,34,2,1,1
ET140002,3,24,2,77,4
ET140002,4,19,1,7,1
ET140002,5,15,1,7,2
ET140002,6,14,1,7,1
ET140002,7,11,1,7,1
ET140002,8,8,2,7,1
ET140002,9,6,1,15,1
ET140002,10,7,2,15,1
ET140003,0,4,1,0,1
ET140003,1,37,2,1,1
ET140003,2,35,1,1,1
ET140003,3,22,1,14,1
ET140004,0,5,2,0,1
ET140004,1,46,1,1,1
ET140004,2,34,2,1,1
ET140004,3,17,2,7,1
ET140004,4,15,2,7,1
ET140004,5,11,2,7,1
ET140004,6,9,1,7,1
ET140005,0,4,1,0,1
ET140005,1,44,1,5,1
ET140005,2,39,2,5,1
ET140005,3,22,1,13,1
ET140005,4,20,2,13,1
ET140005,5,18,2,13,1
ET140005,6,16,2,13,1
ET140005,7,14,2,13,1
ET140005,8,11,1,13,1
ET140005,9,9,2,13,1
ET140005,15,8,2,13,1
ET140006,0,4,2,0,1
ET140006,1,49,1,1,1
ET140006,2,34,2,1,1
ET140006,3,22,1,7,1
ET140006,4,19,1,7,1
ET140006,5,14,1,7,1
ET140006,6,12,1,7,1
ET140006,15,8,1,7,1
ET140006,16,7,2,7,1
ET140006,17,0,2,7,1
ET140007,0,4,1,0,1
ET140007,1,72,1,5,1
ET140007,2,44,2,5,1
ET140007,3,27,2,1,1
ET140007,4,25,1,13,1
ET140007,5,22,2,13,1
ET140007,6,18,1,13,1
ET140007,15,6,1,7,1
ET140008,0,5,2,0,1
ET140008,1,31,1,1,1
ET140008,2,29,2,1,1
ET140009,0,4,1,0,1
ET140009,1,42,1,1,1
ET140009,2,40,2,1,1
ET140010,0,5,1,0,1
ET140010,1,73,1,6,3
ET140010,2,56,2,5,1
ET140010,3,34,1,13,1
ET140010,4,29,1,13,1
ET140010,5,26,2,1,2
ET140010,6,17,2,13,1
ET140011,0,4,2,0,1
ET140011,1,30,1,1,1
ET140011,2,28,2,1,1
ET140011,3,15,2,13,1
ET140011,15,8,1,7,1
ET140012,0,5,2,0,1
ET140012,1,36,1,1,1
ET140012,2,26,2,1,1
ET140012,3,14,1,14,2
ET140012,4,13,2,13,1
ET140012,5,20,2,13,1
ET140012,6,50,2,6,1
ET140012,7,2,2,7,1
ET140014,0,4,1,0,1
ET140014,1,44,1,1,1
ET140014,2,29,2,1,1
ET140014,3,20,2,20,2
ET140014,4,9,1,7,1
ET140014,5,20,1,14,1
ET140014,6,16,2,14,1
ET140014,7,1,1,7,1
ET140015,0,5,1,0,1
ET140015,1,32,1,1,1
ET140015,2,27,2,1,1
ET140015,3,17,2,20,2
ET140015,4,9,1,7,1
ET140016,0,5,2,0,1
ET140016,1,44,1,1,1
ET140016,2,34,2,1,1
ET140016,3,13,2,7,1
ET140016,4,10,2,7,1
ET140016,15,8,2,7,1
ET140016,16,2,2,7,1
ET140016,17,0,1,7,1
ET140017,0,5,1,0,1
ET140017,1,54,1,1,1
ET140017,2,44,2,1,1
ET140017,3,26,2,7,1
ET140017,4,24,1,7,1
ET140017,5,19,1,7,1
ET140017,6,15,2,7,1
ET140018,0,4,1,0,1
ET140018,1,41,1,1,1
ET140018,2,24,2,1,1
ET140018,15,7,1,7,1
ET140018,16,1,2,7,1
ET140020,0,4,1,0,1
ET140020,1,76,2,5,1
ET140020,2,49,1,1,2
ET140020,3,39,2,1,1
ET140020,4,28,1,13,1
ET140020,5,19,1,7,1
ET140020,6,15,2,7,1
ET140020,7,12,2,7,1
ET140021,0,5,2,0,1
ET140021,1,35,1,1,3
ET140021,2,33,2,1,1
ET140022,0,5,1,0,1
ET140022,1,60,1,6,1
ET140022,2,50,2,5,1
ET140022,3,25,2,13,2
ET140022,4,23,2,13,1
ET140022,5,20,2,13,1
ET140022,6,21,2,1,1
ET140022,7,15,2,14,1
ET140022,8,14,2,13,1
ET140022,9,12,2,14,1
ET140023,0,5,1,0,1
ET140023,1,84,2,5,1
ET140023,2,49,1,1,3
ET140023,3,36,2,1,1
ET140023,4,18,2,7,1
ET140023,5,13,1,7,1
ET140024,0,5,1,0,1
ET140024,1,36,1,1,1
ET140024,2,24,2,1,1
ET140025,0,5,1,0,1
ET140025,1,39,2,5,1
ET140025,2,25,2,1,1
ET140025,3,23,1,7,1
ET140025,4,20,1,7,1
ET140025,5,15,2,7,1
ET140026,0,5,2,0,1
ET140026,1,74,2,5,2
ET140026,2,52,1,1,1
ET140026,3,41,2,1,1
ET140026,4,20,1,7,1
ET140026,5,18,2,7,1
ET140026,6,14,2,7,1
ET140026,7,12,1,7,1
ET140027,0,4,1,0,1
ET140027,1,42,1,1,1
ET140027,2,39,2,1,3
ET140027,3,12,1,7,1
ET140027,4,9,1,7,1
ET140027,15,5,1,7,1
ET140027,16,7,2,13,1
ET140027,17,9,1,13,1
ET140027,18,3,1,13,1
ET140027,19,18,1,13,1
ET140027,20,17,1,13,1
ET140027,21,30,1,13,1
ET140027,22,20,1,13,1
ET140027,23,20,1,13,1
ET140027,24,18,1,13,1
ET140027,25,23,2,13,1
ET140028,0,5,2,0,1
ET140028,1,86,2,5,3
ET140028,2,39,1,1,1
ET140028,3,39,2,1,1
ET140028,4,9,2,7,1
ET140028,5,3,1,7,1
ET140029,0,4,1,0,1
ET140029,1,32,1,1,2
ET140029,2,34,1,13,3
ET140029,3,33,2,1,2
ET140029,15,8,1,7,1
ET140029,16,25,2,13,1
ET140029,17,30,1,19,1
ET140030,0,4,2,0,1
ET140030,1,37,1,1,1
ET140030,2,34,2,1,1
ET140030,3,19,1,7,2
ET140030,4,14,1,7,1
ET140030,5,10,1,7,1
ET140031,0,4,2,0,1
ET140031,1,62,1,1,3
ET140031,2,48,2,1,1
ET140031,3,24,2,7,2
ET140031,4,21,2,7,1
ET140031,5,17,1,7,1
ET140031,6,22,1,7,1
ET140032,0,5,2,0,1
ET140032,1,64,1,5,3
ET140032,2,29,2,1,1
ET140032,3,27,1,13,3
ET140032,4,25,1,13,1
ET140032,5,23,1,13,1
ET140032,6,21,1,13,1
ET140032,7,14,1,13,1
ET140033,0,4,2,0,1
ET140033,1,34,1,1,1
ET140033,2,30,2,1,1
ET140034,0,5,1,0,1
ET140034,1,39,2,1,1
ET140034,2,23,2,9,1
ET140034,3,16,2,9,1
ET140034,4,9,1,9,1
ET140034,15,6,2,14,1
ET140035,0,5,1,0,1
ET140035,1,68,1,6,1
ET140035,2,59,2,5,1
ET140035,3,28,1,13,1
ET140035,4,24,2,19,1
ET140035,5,23,2,1,1
ET140035,6,21,2,13,1
ET140035,7,16,1,13,1
ET140035,8,15,1,13,1
ET140035,9,13,1,14,1
ET140036,0,5,1,0,1
ET140036,1,84,2,17,1
ET140036,2,49,1,1,1
ET140036,3,36,2,1,1
ET140036,4,13,1,7,1
ET140036,15,8,2,7,1
ET140037,0,4,2,0,1
ET140037,1,74,2,6,1
ET140037,2,65,1,1,1
ET140037,3,30,2,1,1
ET140037,4,11,2,9,1
ET140038,0,5,2,0,1
ET140038,1,28,1,1,1
ET140038,2,25,2,1,1
ET140038,3,10,1,7,1
ET140039,0,5,2,0,1
ET140039,1,56,2,5,1
ET140039,2,24,2,1,2
ET140039,3,20,2,13,2
ET140039,4,11,1,13,1
ET140039,5,80,2,17,1
ET140040,0,5,2,0,1
ET140040,1,64,2,6,1
ET140040,2,32,1,1,1
ET140040,3,30,1,13,2
ET140040,4,30,2,1,1
ET140041,0,5,1,0,1
ET140041,1,34,1,1,1
ET140041,2,29,2,1,1
ET140041,3,20,2,13,1
ET140041,4,10,2,19,2
ET140041,5,8,1,7,1
ET140041,15,6,2,7,1
ET140042,0,5,2,0,1
ET140042,1,50,2,5,2
ET140042,2,35,1,13,2
ET140042,3,27,2,13,2
ET140042,4,22,2,1,1
ET140042,5,17,1,13,2
ET140042,15,6,2,7,1
ET140043,0,5,2,0,1
ET140043,1,34,1,1,1
ET140043,2,27,2,1,1
ET140043,3,25,2,13,1
ET140043,4,9,2,13,1
ET140043,5,0,1,7,1
ET140044,0,4,1,0,1
ET140044,1,80,1,5,1
ET140044,2,65,2,5,1
ET140044,3,26,2,20,2
ET140044,4,28,2,13,1
ET140044,5,25,2,13,2
ET140045,0,5,1,0,1
ET140045,1,40,2,1,1
ET140045,2,24,1,7,1
ET140045,3,21,2,7,1
ET140045,4,11,2,7,1
ET140045,15,7,2,14,1
ET140045,16,30,2,13,1
ET140045,17,10,2,14,1
ET140045,18,8,2,14,1
ET140045,19,3,1,14,1
ET140046,0,5,1,0,1
ET140046,1,44,1,1,1
ET140046,2,39,2,1,1
ET140046,3,23,2,7,1
ET140046,4,21,1,7,1
ET140046,5,19,2,7,1
ET140046,6,16,2,7,1
ET140046,7,12,2,7,1
ET140046,8,8,2,7,1
ET140047,0,5,1,0,1
ET140047,1,42,2,5,1
ET140047,2,24,2,1,2
ET140047,3,17,2,13,1
ET140047,4,22,1,13,1
ET140047,15,6,2,13,1
ET140048,0,5,1,0,1
ET140048,1,35,2,1,1
ET140048,2,18,2,9,2
ET140048,3,12,2,14,1
ET140048,4,9,2,14,1
ET140049,0,5,2,0,1
ET140049,1,63,2,5,1
ET140049,2,28,1,13,1
ET140049,3,27,1,13,1
ET140049,4,30,1,13,3
ET140049,5,18,1,13,1
ET140049,6,18,1,21,1
ET140049,7,16,2,21,1
ET140049,8,5,1,15,1
ET140049,9,3,2,15,1
ET140050,0,4,1,0,1
ET140050,1,59,1,1,2
ET140050,2,29,2,1,1
ET140050,3,16,2,20,2
ET140050,15,8,1,7,1
ET140051,0,5,1,0,1
ET140051,1,32,1,1,1
ET140051,2,29,2,1,1
ET140051,3,16,2,7,1
ET140051,4,11,1,7,1
ET140051,5,10,1,7,1
ET140051,15,8,2,7,1
ET140052,0,5,1,0,1
ET140052,1,39,1,1,1
ET140052,2,32,1,13,2
ET140052,3,32,2,1,1
ET140052,4,12,2,20,1
ET140052,15,8,1,7,1
ET140052,16,18,1,13,1
ET140053,0,5,1,0,1
ET140053,1,32,1,1,1
ET140053,2,25,2,1,1
ET140053,15,7,2,7,1
ET140053,16,9,2,19,1
ET140054,0,4,2,0,1
ET140054,1,47,2,5,1
ET140054,2,30,1,13,1
ET140054,3,22,1,13,1
ET140054,4,15,1,13,1
ET140054,5,12,1,13,1
ET140054,6,21,2,22,1
ET140055,0,5,1,0,1
ET140055,1,79,1,5,3
ET140055,2,49,2,5,1
ET140055,3,28,1,13,1
ET140055,4,23,1,13,1
ET140055,5,20,1,13,1
ET140055,6,18,2,13,2
ET140055,7,16,2,13,1
ET140055,8,15,2,13,1
ET140055,9,13,2,13,1
ET140055,10,11,2,13,1
ET140056,0,5,2,0,1
ET140056,1,35,1,1,1
ET140056,2,34,2,1,1
ET140056,3,21,2,20,2
ET140056,4,1,1,7,1
ET140057,0,5,1,0,1
ET140057,1,50,1,1,1
ET140057,2,30,2,1,1
ET140057,3,17,2,7,1
ET140057,4,14,2,7,1
ET140057,5,12,2,7,1
ET140057,6,7,2,7,1
ET140057,15,6,2,7,1
ET140057,16,25,1,14,1
ET140058,0,5,1,0,1
ET140058,1,30,1,1,1
ET140058,2,22,2,1,1
ET140058,3,10,2,13,1
ET140059,0,4,1,0,1
ET140059,1,50,1,1,1
ET140059,2,30,2,1,1
ET140059,15,6,1,7,1
ET140059,16,1,2,7,1
ET140060,0,5,1,0,1
ET140060,1,80,1,5,1
ET140060,2,60,2,5,1
ET140060,3,40,1,13,1
ET140060,4,21,1,14,1
ET140060,5,15,2,14,1
ET140060,6,15,2,9,1
ET140060,7,14,2,9,1
ET140060,8,19,1,13,1
ET140060,9,13,2,14,1
ET140061,0,4,1,0,1
ET140061,1,46,1,5,2
ET140061,2,39,2,5,2
ET140061,3,27,2,1,1
ET140061,4,25,2,13,2
ET140061,5,23,2,13,2
ET140061,6,22,2,13,2
ET140061,7,20,1,13,2
ET140061,8,17,1,13,2
ET140061,9,13,1,13,2
ET140061,10,11,1,13,2
ET140061,11,9,2,7,1
ET140062,0,5,2,0,1
ET140062,1,44,1,1,2
ET140062,2,39,2,1,1
ET140062,3,26,2,7,2
ET140062,4,24,2,7,2
ET140062,5,21,1,7,1
ET140062,6,19,2,7,1
ET140062,7,18,1,7,1
ET140062,8,9,1,7,1
ET140063,0,4,1,0,1
ET140063,1,28,1,1,1
ET140063,2,22,2,1,1
ET140064,0,5,1,0,1
ET140064,1,74,1,5,1
ET140064,2,28,2,1,1
ET140064,3,26,2,13,1
ET140064,4,24,2,13,1
ET140064,5,22,1,13,1
ET140064,6,20,2,13,1
ET140064,7,18,1,13,1
ET140065,0,5,1,0,1
ET140065,1,34,1,1,1
ET140065,2,28,2,1,1
ET140065,3,26,2,13,1
ET140065,4,20,2,13,1
ET140065,5,13,1,7,1
ET140065,6,12,1,7,1
ET140065,7,14,2,13,1
ET140065,8,3,2,7,1
ET140066,0,5,1,0,1
ET140066,1,55,1,6,1
ET140066,2,45,2,5,1
ET140066,3,39,1,14,1
ET140066,4,26,1,13,1
ET140066,5,25,1,13,1
ET140066,6,20,1,13,1
ET140066,7,18,1,13,1
ET140066,8,25,1,13,1
ET140066,9,11,1,13,1
ET140066,10,12,2,13,1
ET140067,0,5,1,0,1
ET140067,1,37,1,1,1
ET140067,2,35,2,1,3
ET140067,3,12,2,7,2
ET140067,4,74,2,6,1
ET140067,5,21,1,19,1
ET140067,6,18,2,19,1
ET140068,0,4,1,0,1
ET140068,1,74,2,6,1
ET140068,2,44,1,1,1
ET140068,3,38,2,1,1
ET140068,4,23,1,14,1
ET140068,5,22,1,13,1
ET140068,6,21,2,7,1
ET140068,7,20,1,13,2
ET140068,8,18,2,14,1
ET140068,9,18,2,7,1
ET140068,10,16,2,7,1
ET140068,11,13,1,7,1
ET140068,12,12,2,7,1
ET140068,13,9,2,7,1
ET140068,14,4,2,15,1
ET140069,0,4,1,0,1
ET140069,1,49,1,1,1
ET140069,2,39,2,1,1
ET140069,3,24,2,13,1
ET140069,4,21,1,7,1
ET140069,5,19,1,7,2
ET140069,6,18,2,14,2
ET140069,7,18,2,19,2
ET140069,8,12,2,7,1
ET140069,15,6,1,14,2
ET140069,16,12,2,14,1
ET140069,17,53,2,5,1
ET140070,0,5,2,0,1
ET140070,1,49,1,1,1
ET140070,2,39,2,1,1
ET140070,3,23,2,7,1
ET140070,4,22,1,7,1
ET140070,5,19,1,7,1
ET140070,6,16,1,7,1
ET140070,7,9,2,7,1
ET140070,8,2,1,7,1
ET140071,0,5,2,0,1
ET140071,1,64,1,5,1
ET140071,2,49,2,5,1
ET140071,3,21,2,1,3
ET140071,4,17,2,13,2
ET140071,5,9,2,19,1
ET140072,0,5,2,0,1
ET140072,1,35,1,1,1
ET140072,2,32,2,1,1
ET140072,3,10,1,19,1
ET140072,4,14,2,7,1
ET140072,5,12,1,7,1
ET140072,6,10,2,7,1
ET140072,7,0,1,7,1
ET140073,0,5,2,0,1
ET140073,1,35,1,1,1
ET140073,2,30,2,1,1
ET140073,3,20,2,13,2
ET140073,4,18,1,7,1
ET140073,5,14,2,7,1
ET140073,6,11,2,7,1
ET140073,7,8,1,7,1
ET140074,0,4,1,0,1
ET140074,1,45,1,1,1
ET140074,2,35,2,1,1
ET140074,3,16,1,7,1
ET140074,4,14,2,7,1
ET140074,5,12,1,7,1
ET140074,6,10,2,7,1
ET140074,7,8,2,7,1
ET140074,8,0,1,7,1
ET140075,0,5,1,0,1
ET140075,1,39,1,1,1
ET140075,2,24,2,1,1
ET140075,3,18,2,19,1
ET140075,15,6,1,7,1
ET140076,0,5,2,0,1
ET140076,1,43,1,1,1
ET140076,2,43,2,1,1
ET140076,3,24,2,7,1
ET140076,4,22,2,7,1
ET140076,5,19,2,7,1
ET140076,6,13,2,7,1
ET140076,7,11,2,7,1
ET140077,0,4,1,0,1
ET140077,1,31,1,1,1
ET140077,2,28,1,13,2
ET140077,3,23,2,1,1
ET140077,4,14,1,13,2
ET140078,0,4,2,0,1
ET140078,1,44,1,19,3
ET140078,2,34,2,13,1
ET140078,3,21,2,1,3
ET140078,4,14,1,14,1
ET140078,5,10,1,14,1
ET140078,6,15,2,13,1
ET140079,0,5,1,0,1
ET140079,1,32,1,1,1
ET140079,2,27,2,1,1
ET140079,3,21,2,13,1
ET140079,4,11,2,7,1
ET140079,5,1,1,7,1
ET140080,0,5,1,0,1
ET140080,1,39,1,1,1
ET140080,2,31,2,1,1
ET140080,3,11,1,7,1
ET140080,15,8,2,7,1
ET140081,0,5,2,0,1
ET140081,1,59,1,1,1
ET140081,2,49,2,1,1
ET140081,3,29,2,8,2
ET140081,4,26,2,8,2
ET140081,5,24,1,8,1
ET140081,6,12,2,9,1
ET140082,0,4,2,0,1
ET140082,1,37,1,1,1
ET140082,2,32,2,1,1
ET140082,3,20,2,13,1
ET140082,4,20,1,13,1
ET140082,5,15,2,7,1
ET140082,6,13,1,7,1
ET140082,7,10,2,7,1
ET140082,15,8,1,7,1
ET140083,0,5,1,0,1
ET140083,1,50,1,1,1
ET140083,2,46,2,1,1
ET140083,3,34,1,7,1
ET140083,4,31,1,7,1
ET140083,5,27,2,7,2
ET140083,6,21,1,7,1
ET140083,7,19,2,7,1
ET140083,8,13,2,7,1
ET140083,15,7,1,15,1
ET140083,16,5,2,15,1
ET140084,0,4,1,0,1
ET140084,1,33,1,1,1
ET140084,2,31,2,1,1
ET140084,3,18,2,14,2
ET140084,4,20,1,14,1
ET140084,5,13,2,13,1
ET140084,6,0,1,7,1
ET140084,7,15,2,20,1
ET140085,0,4,2,0,1
ET140085,1,41,1,1,1
ET140085,2,25,2,1,1
ET140085,3,13,2,7,2
ET140085,4,27,2,13,2
ET140085,5,15,2,14,1
ET140086,0,5,1,0,1
ET140086,1,40,1,1,1
ET140086,2,27,2,1,1
ET140086,3,9,2,7,1
ET140087,0,4,1,0,1
ET140087,1,50,1,5,1
ET140087,2,45,2,5,1
ET140087,3,30,2,13,2
ET140087,4,28,2,1,2
ET140087,5,26,1,13,1
ET140087,6,20,2,13,1
ET140087,7,16,1,13,1
ET140087,8,14,2,13,1
ET140087,9,10,2,14,2
ET140087,15,6,1,14,2
ET140087,16,18,1,19,1
ET140089,0,5,2,0,1
ET140089,1,69,2,5,2
ET140089,2,42,1,13,2
ET140089,3,24,2,13,2
ET140089,4,23,2,14,2
ET140089,5,21,2,14,2
ET140089,6,20,2,7,2
ET140089,7,14,1,14,2
ET140089,8,45,1,1,1
ET140089,9,36,2,1,1
ET140090,0,4,1,0,1
ET140090,1,58,1,19,1
ET140090,2,44,2,13,1
ET140090,3,23,1,14,1
ET140090,4,20,2,14,2
ET140090,5,18,2,14,1
ET140090,6,28,2,1,1
ET140091,0,5,2,0,1
ET140091,1,44,1,1,1
ET140091,2,39,2,1,1
ET140091,3,19,2,7,1
ET140091,4,17,1,7,1
ET140091,5,11,2,7,1
ET140092,0,5,2,0,1
ET140092,1,59,1,5,1
ET140092,2,54,2,5,1
ET140092,3,27,2,1,1
ET140092,4,25,1,13,1
ET140092,5,22,2,13,1
ET140092,6,20,1,13,1
ET140092,7,12,2,13,1
ET140092,15,5,1,14,1
ET140093,0,5,1,0,1
ET140093,1,54,2,5,1
ET140093,2,19,1,13,1
ET140093,3,17,2,13,2
ET140093,4,14,1,13,1
ET140094,0,4,1,0,1
ET140094,1,32,1,1,1
ET140094,2,30,2,1,1
ET140094,3,17,2,13,2
ET140095,0,5,1,0,1
ET140095,1,44,1,1,1
ET140095,2,35,2,1,1
ET140095,3,18,2,13,1
ET140095,4,15,1,7,1
ET140095,5,13,1,7,1
ET140095,6,9,2,7,1
ET140095,7,2,1,7,1
ET140096,0,5,2,0,1
ET140096,1,68,1,1,1
ET140096,2,59,2,1,1
ET140096,3,21,2,14,1
ET140096,4,13,2,7,1
ET140096,5,11,2,7,1
ET140096,6,10,2,7,1
ET140097,0,5,2,0,1
ET140097,1,68,1,5,1
ET140097,2,57,2,5,1
ET140097,3,34,1,13,3
ET140097,4,27,2,1,1
ET140097,5,23,2,13,1
ET140097,6,19,1,13,1
ET140097,7,16,2,13,1
ET140098,0,5,2,0,1
ET140098,1,29,1,1,1
ET140098,2,28,2,1,1
ET140098,3,12,1,7,2
ET140099,0,5,1,0,1
ET140099,1,34,1,1,1
ET140099,2,27,2,1,1
ET140099,15,9,2,7,1
ET150001,0,5,2,0,1
ET150001,1,38,1,1,1
ET150001,2,36,2,1,1
ET150001,3,16,2,13,2
ET150001,4,12,2,7,2
ET150001,15,9,2,7,1
ET150001,16,2,2,7,1
ET150002,0,5,1,0,1
ET150002,1,36,1,1,1
ET150002,2,28,2,1,1
ET150002,15,8,2,7,1
ET150002,16,2,1,7,1
ET150003,0,5,2,0,1
ET150003,1,33,1,1,1
ET150003,2,30,2,1,1
ET150003,3,12,2,7,1
ET150003,4,9,2,7,1
ET150003,5,0,1,7,1
ET150004,0,5,1,0,1
ET150004,1,36,1,1,1
ET150004,2,29,2,1,1
ET150004,15,8,1,7,1
ET150004,16,10,2,13,1
ET150004,17,1,2,7,1
ET150005,0,5,2,0,1
ET150005,1,36,1,1,1
ET150005,2,29,2,1,1
ET150005,3,9,1,7,1
ET150005,15,6,2,7,1
ET150006,0,5,2,0,1
ET150006,1,39,1,1,1
ET150006,2,28,2,1,1
